"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"11","Atlanta Falcons","1","2023","Atlanta","Falcons","42","21.4","0.65","78.6","0.12","35.7","0.49","64.3","0.09","0.0","19.0","4.8","2.4","16.7","26.2","31.0"
"12","New Orleans Saints","1","2023","New Orleans","Saints","40","37.5","0.05","60.0","0.19","60.0","0.13","40.0","0.14","2.5","32.5","15.0","2.5","27.5","10.0","7.5"
"13","Miami Dolphins","1","2023","Miami","Dolphins","40","25.0","0.46","72.5","0.34","50.0","0.19","50.0","0.55","5.0","20.0","0.0","0.0","30.0","10.0","32.5"
"14","Arizona Cardinals","1","2023","Arizona","Cardinals","39","17.9","0.31","71.8","0.15","25.6","0.31","74.4","0.48","5.1","12.8","5.1","0.0","12.8","43.6","10.3"
"15","Seattle Seahawks","1","2023","Seattle","Seahawks","39","12.8","0.58","84.6","0.34","51.3","0.39","48.7","0.34","0.0","10.3","7.7","2.6","41.0","23.1","12.8"
"16","Tennessee Titans","1","2023","Tennessee","Titans","38","15.8","0.23","78.9","0.48","39.5","0.74","60.5","0.21","2.6","7.9","10.5","5.3","31.6","28.9","7.9"
"17","New England Patriots","1","2023","New England","Patriots","38","44.7","0.44","55.3","0.20","71.1","0.20","28.9","0.59","13.2","31.6","7.9","0.0","39.5","2.6","5.3"
"18","Minnesota Vikings","1","2023","Minnesota","Vikings","38","10.5","0.25","86.8","0.32","50.0","0.21","50.0","0.62","7.9","2.6","31.6","0.0","47.4","5.3","2.6"
"19","Las Vegas Raiders","1","2023","Las Vegas","Raiders","37","10.8","0.23","78.4","0.20","45.9","0.23","54.1","0.56","0.0","8.1","5.4","0.0","37.8","32.4","2.7"
"20","Kansas City Chiefs","1","2023","Kansas City","Chiefs","36","36.1","0.62","61.1","0.27","47.2","0.37","52.8","0.41","5.6","25.0","27.8","0.0","22.2","8.3","2.8"
"21","Indianapolis Colts","1","2023","Indianapolis","Colts","35","17.1","0.39","82.9","0.53","82.9","0.56","17.1","0.25","0.0","17.1","8.6","0.0","65.7","8.6","0.0"
"22","Cincinnati Bengals","1","2023","Cincinnati","Bengals","35","28.6","0.28","68.6","0.17","77.1","0.24","22.9","0.57","5.7","22.9","5.7","0.0","54.3","2.9","5.7"
"23","Pittsburgh Steelers","1","2023","Pittsburgh","Steelers","34","35.3","0.61","61.8","0.30","50.0","0.54","50.0","0.52","0.0","23.5","20.6","5.9","26.5","2.9","11.8"
"24","Cleveland Browns","1","2023","Cleveland","Browns","34","32.4","0.04","67.6","0.13","73.5","0.06","26.5","0.21","0.0","32.4","23.5","0.0","41.2","0.0","2.9"
"25","Washington Commanders","1","2023","Washington","Commanders","33","39.4","0.03","57.6","0.20","42.4","0.07","57.6","0.18","6.1","24.2","3.0","9.1","18.2","24.2","12.1"
"26","Houston Texans","1","2023","Houston","Texans","31","19.4","0.50","74.2","0.23","48.4","0.27","51.6","0.27","9.7","9.7","9.7","0.0","38.7","9.7","16.1"
"27","Chicago Bears","1","2023","Chicago","Bears","30","20.0","1.71","73.3","0.38","50.0","0.93","50.0","0.60","0.0","20.0","20.0","0.0","30.0","6.7","16.7"
"28","Denver Broncos","1","2023","Denver","Broncos","29","34.5","0.71","55.2","0.40","65.5","0.61","34.5","0.50","0.0","31.0","0.0","0.0","34.5","13.8","6.9"
"29","Los Angeles Rams","1","2023","Los Angeles","Rams","29","13.8","1.10","82.8","0.21","41.4","0.48","58.6","0.20","0.0","13.8","0.0","0.0","27.6","27.6","27.6"
"30","Buffalo Bills","1","2023","Buffalo","Bills","26","7.7","0.20","84.6","0.21","38.5","0.07","61.5","0.53","0.0","7.7","15.4","0.0","30.8","11.5","26.9"
"31","New York Giants","1","2023","New York","Giants","25","44.0","0.37","48.0","0.12","52.0","0.29","48.0","0.16","12.0","28.0","4.0","4.0","24.0","8.0","12.0"
"32","Carolina Panthers","1","2023","Carolina","Panthers","22","13.6","0.37","86.4","0.39","86.4","0.21","13.6","1.56","0.0","13.6","4.5","0.0","72.7","0.0","9.1"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
